CdStationMesureEauxSurface;LbStationMesureEauxSurface;CdPrelevement;CoordXPrel;CoordYPrel;ProjectPrel;LibelléProjection;CdSupport;LbSupport;CdMethode;NomLongMethodePrel;DatePrel;HeurePrel;DateFinPrel;HeureFinPrel;CdZoneVerticaleProspectee;MnémoZoneVerticaleProspectée;ProfondeurPrel;CdDifficultePrel;MnemoDifficultePrel;CdAccredPrel;MnemoAccredPrel;AgrePrel;CdFinalitePrel;LbFinalitePrel;CommentairesPrel;CdRdd;NomRdd;CdProducteurPrelevement;NomProducteurPrelevement;CdPreleveur;NomPreleveur
05073000;La Garonne en aval de Bordeaux;1470420;;;26;RGF93 / Lambert 93;3;Eau;;;2018-10-15;09:10:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05073000;La Garonne en aval de Bordeaux;1471510;;;26;RGF93 / Lambert 93;3;Eau;;;2018-11-12;08:30:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05073000;La Garonne en aval de Bordeaux;1473771;;;26;RGF93 / Lambert 93;3;Eau;;;2018-12-10;09:30:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05073000;La Garonne en aval de Bordeaux;1502730;;;26;RGF93 / Lambert 93;3;Eau;;;2019-02-18;09:00:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05073000;La Garonne en aval de Bordeaux;1510833;;;26;RGF93 / Lambert 93;3;Eau;;;2019-06-17;09:00:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05073000;La Garonne en aval de Bordeaux;1515939;;;26;RGF93 / Lambert 93;3;Eau;;;2019-07-22;08:35:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05073000;La Garonne en aval de Bordeaux;1516141;;;26;RGF93 / Lambert 93;3;Eau;;;2019-08-19;08:45:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05073000;La Garonne en aval de Bordeaux;1517675;;;26;RGF93 / Lambert 93;3;Eau;;;2019-09-17;07:01:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05073000;La Garonne en aval de Bordeaux;1520247;;;26;RGF93 / Lambert 93;3;Eau;;;2019-10-14;09:00:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05073000;La Garonne en aval de Bordeaux;1521549;;;26;RGF93 / Lambert 93;3;Eau;;;2019-11-18;09:00:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05073000;La Garonne en aval de Bordeaux;1547261;;;26;RGF93 / Lambert 93;3;Eau;;;2019-12-09;09:00:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05073000;La Garonne en aval de Bordeaux;1547518;;;26;RGF93 / Lambert 93;3;Eau;;;2019-03-18;08:40:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05073000;La Garonne en aval de Bordeaux;1547611;;;26;RGF93 / Lambert 93;3;Eau;;;2019-05-13;09:00:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05073000;La Garonne en aval de Bordeaux;1547635;;;26;RGF93 / Lambert 93;3;Eau;;;2019-04-15;09:10:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05073000;La Garonne en aval de Bordeaux;1569178;;;26;RGF93 / Lambert 93;3;Eau;;;2020-01-20;09:00:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05073000;La Garonne en aval de Bordeaux;1569194;;;26;RGF93 / Lambert 93;3;Eau;;;2020-02-17;08:30:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05073000;La Garonne en aval de Bordeaux;1571966;;;26;RGF93 / Lambert 93;3;Eau;;;2020-05-12;08:15:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05073000;La Garonne en aval de Bordeaux;1574149;;;26;RGF93 / Lambert 93;3;Eau;;;2020-06-08;08:35:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05073000;La Garonne en aval de Bordeaux;1577937;;;26;RGF93 / Lambert 93;3;Eau;;;2020-06-29;08:30:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05073000;La Garonne en aval de Bordeaux;1579419;;;26;RGF93 / Lambert 93;3;Eau;;;2020-07-20;08:45:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05073000;La Garonne en aval de Bordeaux;1581952;;;26;RGF93 / Lambert 93;3;Eau;;;2020-08-17;08:30:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05073000;La Garonne en aval de Bordeaux;1585554;;;26;RGF93 / Lambert 93;3;Eau;;;2020-09-14;09:10:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05073000;La Garonne en aval de Bordeaux;1589274;;;26;RGF93 / Lambert 93;3;Eau;;;2020-10-12;08:40:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05073000;La Garonne en aval de Bordeaux;1591083;;;26;RGF93 / Lambert 93;3;Eau;;;2020-11-02;08:45:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05073000;La Garonne en aval de Bordeaux;1592225;;;26;RGF93 / Lambert 93;3;Eau;;;2020-11-16;08:30:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05073000;La Garonne en aval de Bordeaux;1595358;;;26;RGF93 / Lambert 93;3;Eau;;;2020-12-07;08:45:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05075000;La Garonne au Tourne;1470402;;;26;RGF93 / Lambert 93;3;Eau;;;2018-10-15;11:30:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05075000;La Garonne au Tourne;1471494;;;26;RGF93 / Lambert 93;3;Eau;;;2018-11-12;10:05:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05075000;La Garonne au Tourne;1473763;;;26;RGF93 / Lambert 93;3;Eau;;;2018-12-10;12:00:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05075000;La Garonne au Tourne;1502726;;;26;RGF93 / Lambert 93;3;Eau;;;2019-02-18;11:30:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05075000;La Garonne au Tourne;1510809;;;26;RGF93 / Lambert 93;3;Eau;;;2019-06-17;11:30:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05075000;La Garonne au Tourne;1515990;;;26;RGF93 / Lambert 93;3;Eau;;;2019-07-22;11:00:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05075000;La Garonne au Tourne;1516131;;;26;RGF93 / Lambert 93;3;Eau;;;2019-08-19;11:00:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05075000;La Garonne au Tourne;1517619;;;26;RGF93 / Lambert 93;3;Eau;;;2019-09-17;06:03:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05075000;La Garonne au Tourne;1520250;;;26;RGF93 / Lambert 93;3;Eau;;;2019-10-14;11:30:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05075000;La Garonne au Tourne;1521585;;;26;RGF93 / Lambert 93;3;Eau;;;2019-11-18;10:33:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05075000;La Garonne au Tourne;1547258;;;26;RGF93 / Lambert 93;3;Eau;;;2019-12-09;11:30:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05075000;La Garonne au Tourne;1547542;;;26;RGF93 / Lambert 93;3;Eau;;;2019-04-15;11:50:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05075000;La Garonne au Tourne;1547572;;;26;RGF93 / Lambert 93;3;Eau;;;2019-03-18;10:25:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05075000;La Garonne au Tourne;1569126;;;26;RGF93 / Lambert 93;3;Eau;;;2020-02-17;11:15:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05075000;La Garonne au Tourne;1569225;;;26;RGF93 / Lambert 93;3;Eau;;;2020-01-20;12:20:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05075000;La Garonne au Tourne;1572006;;;26;RGF93 / Lambert 93;3;Eau;;;2020-05-18;09:40:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05075000;La Garonne au Tourne;1574169;;;26;RGF93 / Lambert 93;3;Eau;;;2020-06-08;10:05:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05075000;La Garonne au Tourne;1577930;;;26;RGF93 / Lambert 93;3;Eau;;;2020-06-29;11:00:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05075000;La Garonne au Tourne;1579354;;;26;RGF93 / Lambert 93;3;Eau;;;2020-07-20;10:00:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05075000;La Garonne au Tourne;1581932;;;26;RGF93 / Lambert 93;3;Eau;;;2020-08-17;11:10:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05075000;La Garonne au Tourne;1589269;;;26;RGF93 / Lambert 93;3;Eau;;;2020-10-12;11:10:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05075000;La Garonne au Tourne;1591107;;;26;RGF93 / Lambert 93;3;Eau;;;2020-11-02;10:40:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05075000;La Garonne au Tourne;1592195;;;26;RGF93 / Lambert 93;3;Eau;;;2020-11-16;09:30:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05075000;La Garonne au Tourne;1595373;;;26;RGF93 / Lambert 93;3;Eau;;;2020-12-07;10:40:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05076000;La Garonne à Cadillac;1470405;;;26;RGF93 / Lambert 93;3;Eau;;;2018-10-15;09:15:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05076000;La Garonne à Cadillac;1471503;;;26;RGF93 / Lambert 93;3;Eau;;;2018-11-13;11:10:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05076000;La Garonne à Cadillac;1472317;;;26;RGF93 / Lambert 93;3;Eau;;;2018-11-27;13:35:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;41749411900056;AQUABIO
05076000;La Garonne à Cadillac;1473745;;;26;RGF93 / Lambert 93;3;Eau;;;2018-12-10;10:15:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05076000;La Garonne à Cadillac;1502693;;;26;RGF93 / Lambert 93;3;Eau;;;2019-02-18;08:50:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05076000;La Garonne à Cadillac;1504245;;;26;RGF93 / Lambert 93;3;Eau;;;2019-03-13;10:15:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000074;Contrôles opérationnels des cours d'eau du bassin Adour, Garonne, Dordogne, Charente et cours d'eau côtiers charentais et aquitains;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;41749411900056;AQUABIO
05076000;La Garonne à Cadillac;1508400;;;26;RGF93 / Lambert 93;3;Eau;;;2019-05-23;08:45:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000074;Contrôles opérationnels des cours d'eau du bassin Adour, Garonne, Dordogne, Charente et cours d'eau côtiers charentais et aquitains;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;41749411900056;AQUABIO
05076000;La Garonne à Cadillac;1510820;;;26;RGF93 / Lambert 93;3;Eau;;;2019-06-17;10:00:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05076000;La Garonne à Cadillac;1511474;;;26;RGF93 / Lambert 93;3;Eau;;;2019-06-24;09:15:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000074;Contrôles opérationnels des cours d'eau du bassin Adour, Garonne, Dordogne, Charente et cours d'eau côtiers charentais et aquitains;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;41749411900056;AQUABIO
05076000;La Garonne à Cadillac;1512833;;;26;RGF93 / Lambert 93;3;Eau;;;2019-07-29;09:00:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000074;Contrôles opérationnels des cours d'eau du bassin Adour, Garonne, Dordogne, Charente et cours d'eau côtiers charentais et aquitains;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;41749411900056;AQUABIO
05076000;La Garonne à Cadillac;1516007;;;26;RGF93 / Lambert 93;3;Eau;;;2019-07-23;10:50:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05076000;La Garonne à Cadillac;1516104;;;26;RGF93 / Lambert 93;3;Eau;;;2019-08-19;08:55:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05076000;La Garonne à Cadillac;1516923;;;26;RGF93 / Lambert 93;3;Eau;;;2019-09-09;08:45:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000074;Contrôles opérationnels des cours d'eau du bassin Adour, Garonne, Dordogne, Charente et cours d'eau côtiers charentais et aquitains;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;41749411900056;AQUABIO
05076000;La Garonne à Cadillac;1517654;;;26;RGF93 / Lambert 93;3;Eau;;;2019-09-17;07:05:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05076000;La Garonne à Cadillac;1520214;;;26;RGF93 / Lambert 93;3;Eau;;;2019-10-14;10:05:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05076000;La Garonne à Cadillac;1520999;;;26;RGF93 / Lambert 93;3;Eau;;;2019-11-25;08:45:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000074;Contrôles opérationnels des cours d'eau du bassin Adour, Garonne, Dordogne, Charente et cours d'eau côtiers charentais et aquitains;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;41749411900056;AQUABIO
05076000;La Garonne à Cadillac;1521558;;;26;RGF93 / Lambert 93;3;Eau;;;2019-11-19;11:00:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05076000;La Garonne à Cadillac;1547241;;;26;RGF93 / Lambert 93;3;Eau;;;2019-12-09;13:10:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05076000;La Garonne à Cadillac;1547618;;;26;RGF93 / Lambert 93;3;Eau;;;2019-05-14;12:20:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05076000;La Garonne à Cadillac;1547655;;;26;RGF93 / Lambert 93;3;Eau;;;2019-04-15;09:35:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05076000;La Garonne à Cadillac;1547730;;;26;RGF93 / Lambert 93;3;Eau;;;2019-03-19;12:00:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05076000;La Garonne à Cadillac;1548886;;;26;RGF93 / Lambert 93;6;Sédiments;;;2019-07-29;09:00:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;41749411900056;AQUABIO
05076000;La Garonne à Cadillac;1569213;;;26;RGF93 / Lambert 93;3;Eau;;;2020-02-17;09:42:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05076000;La Garonne à Cadillac;1569230;;;26;RGF93 / Lambert 93;3;Eau;;;2020-01-20;11:50:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000001;Réseau Complémentaire Agence Adour-Garonne;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;20001318300021;SYNDICAT MIXTE QUALYSE
05076000;La Garonne à Cadillac;1570920;;;26;RGF93 / Lambert 93;3;Eau;;;2020-03-09;09:00:00;;;;;;0;Difficultés inconnues;0;INCONNU;;0;Finalité inconnue;;0500000074;Contrôles opérationnels des cours d'eau du bassin Adour, Garonne, Dordogne, Charente et cours d'eau côtiers charentais et aquitains;18310006400033;AGENCE DE L'EAU ADOUR GARONNE;41749411900056;AQUABIO
